Bitcoin Cash	BCH
WaBi	WABI
Wagerr	WGR
Walton	WTC
WandX	WAND
WARP	WARP
Waves Communi...	WCT
WavesGo	WGO
WAX	WAX
WayGuide	WAY
WeAreSatoshi	WSX
WeTrust	TRST
WhaleCoin	WHL
WhiteCoin	XWC
Wi Coin	WIC
Wild Beast Block	WBB
Wild Crypto	WILD
WINCOIN	WC
Wings	WINGS
Wink	WINK
WMCoin	WMC
WomenCoin	WOMEN
Woodcoin	LOG
WorldCoin	WDC
Worldcore	WRC
Wowcoin	WOW
Wyvern	WYV
X2	X2
Xaucoin	XAU
Xaurum	XAUR
X-Coin	XCO
XDE II	XDE2
Xenon	XNN
XGOX	XGOX
Xios	XIOS
Xonecoin	XOC
XPlay	XPA
XTD Coin	XTD
XTRABYTES	XBY
XYLO	XYLO
Yacoin	YAC
YashCoin	YASH
Yellow Token	YEL
YENTEN	YTN
Yescoin	YES
Yocoin	YOC
YOYOW	YOYOW
Zayedcoin	ZYD
ZCash Gold	ZCG
ZClassic	ZCL
ZCoin	XZC
Zeitcoin	ZEIT
ZenCash	ZEN
ZenGold	ZENGOLD
Zennies	ZENI
Zephyr	ZEPH
Zero	ZER
Zetacoin	ZET
ZetaMicron	ZMC
Zeusshield	ZSC
Zilbercoin	ZBC
Zoin	ZOI
Zonecoin	ZNE
ZoZoCoin	ZZC
ZrCoin	ZRC
ZSEcoin	ZSE
Zurcoin	ZUR
